student_id,attendance_pct,assignment_marks,internal_score,participation,prev_grade,study_hours,risk_label,api
STU806,68.6,68.18,57.11,6.15,62.29,2.8,1,62.111
STU807,65.68,46.39,52.51,5.79,61.8,4.61,1,59.248
STU808,97.71,63.08,84.02,9.01,83.24,7.11,0,87.89299999999999
STU809,37.09,41.05,63.55,2.65,37.3,0.98,2,47.737
STU810,32.95,60.4,43.79,3.53,31.46,1.6,1,36.839000000000006
STU811,66.16,71.48,60.93,5.75,51.64,2.56,1,59.711999999999996
STU812,63.39,65.57,53.68,6.52,51.03,2.05,1,55.798
STU813,60.88,56.44,61.46,5.05,64.75,3.79,1,62.272999999999996
STU814,84.76,85.03,71.77,8.74,91.79,6.71,0,81.673
STU815,72.15,49.41,54.12,4.39,56.34,4.03,1,60.195
STU816,75.45,51.44,69.25,4.32,61.31,4.44,1,68.72800000000001
STU817,46.78,58.13,42.66,1.17,55.03,2.37,2,47.607
STU818,96.87,72.57,79.3,9.87,88.85,3.17,0,87.43599999999999
STU819,91.18,67.04,75.83,7.71,91.08,5.47,0,85.01
STU820,98.21,90.36,77.14,8.5,73.47,7.56,0,82.36
STU821,82.08,66.27,89.73,9.05,76.22,5.97,0,83.382
STU822,94.85,76.22,79.97,9.95,82.89,4.46,0,85.31
STU823,85.19,70.09,81.28,9.75,86.5,4.33,0,84.019
STU824,97.81,96.28,74.0,7.51,89.35,7.84,0,85.74799999999999
STU825,88.51,72.06,98.43,7.56,89.98,4.52,0,92.91900000000001
STU826,32.7,30.15,34.19,1.42,53.87,0.83,2,39.647
STU827,92.51,66.67,76.72,9.77,72.03,7.11,0,80.05
STU828,66.37,68.7,63.12,6.05,59.67,3.89,1,63.06
STU829,84.59,95.64,72.13,8.71,83.12,7.16,0,79.16499999999999
STU830,58.76,36.18,57.67,3.96,59.4,2.22,2,58.516
STU831,84.12,91.23,94.16,9.73,72.32,4.91,0,84.596
STU832,71.35,55.86,58.6,6.29,57.88,4.81,1,62.209
STU833,98.76,89.5,76.07,7.76,96.12,3.34,0,88.892
STU834,64.82,70.24,68.24,4.77,61.4,4.16,1,65.16199999999999
STU835,79.59,65.84,81.88,9.47,88.43,4.18,0,83.158
STU836,92.7,64.3,82.75,7.05,87.48,7.55,0,87.154
STU837,84.66,68.46,94.77,7.8,99.98,6.31,0,93.3
STU838,99.27,91.8,97.56,7.41,84.59,7.89,0,94.182
STU839,99.25,64.01,75.75,7.82,78.28,7.08,0,83.559
STU840,86.94,99.26,73.56,8.89,79.61,5.08,0,79.389
STU841,82.5,71.26,99.6,7.21,94.45,3.28,0,92.92500000000001
STU842,81.53,79.87,87.84,9.53,97.79,5.23,0,88.932
STU843,72.75,57.64,64.64,5.91,53.13,2.21,1,63.62
STU844,86.59,78.98,86.51,9.45,99.88,5.16,0,90.545
STU845,53.1,46.44,45.71,2.89,48.13,1.54,2,48.653
STU846,82.03,94.94,73.71,7.71,69.52,4.06,0,74.949
STU847,94.46,66.5,80.28,9.88,84.69,7.26,0,85.857
STU848,97.14,65.76,82.8,7.03,92.63,3.1,0,90.051
STU849,91.32,60.3,84.21,8.27,85.06,6.59,0,86.598
STU850,88.3,92.53,92.23,8.77,76.22,4.05,0,86.248
